web-scraper-order,web-scraper-start-url,company,job-category-link,job-category-link-href,jobFunction,payPeriod,jobTitle,jobTitle-href,payPeriodCode,basePayRange,basePayMin,basePayMax,basePayAvg,totalPayAvg,payType1,pay1,range1,payType2,pay2,range2,payType3,pay3,range3,payType4,pay4,range4,payType5,pay5,range5,country,percent1,percent2,percent3,percent4,percent5
1692493404-97,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales Representative,"https://www.glassdoor.com/Salary/IBM-Sales-Representative-Salaries-E354_D_KO4,24.htm",/yr,$121K - $221K,$121K,$221K,$161K,"$160,902 ",Base Pay,"$80,220/yr",$60K - $108K,Bonus,"$18,873/yr",$14K - $26K,Stock,"$11,357/yr",$9K - $16K,Commission,"$50,452/yr",$38K - $71K,,,,United States,49.90%,11.70%,7.10%,31.40%,
1692493411-98,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-E354_D_KO4,9.htm",/yr,$168K - $312K,$168K,$312K,$225K,"$224,534 ",Base Pay,"$108,690/yr",$82K - $149K,Bonus,"$28,654/yr",$21K - $40K,Stock,"$18,403/yr",$14K - $26K,Commission,"$68,787/yr",$52K - $96K,,,,United States,48.40%,12.80%,8.20%,30.60%,
1692493432-99,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Project Leader,"https://www.glassdoor.com/Salary/IBM-Project-Leader-Salaries-E354_D_KO4,18.htm",/yr,$111K - $184K,$111K,$184K,$142K,"$141,890 ",Base Pay,"$118,554/yr",$93K - $151K,Bonus,"$7,544/yr",$6K - $11K,Stock,"$9,852/yr",$7K - $14K,Profit Sharing,"$5,940/yr",$4K - $8K,,,,United States,83.60%,5.30%,6.90%,4.20%,
1692493439-100,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Associate Project Manager,"https://www.glassdoor.com/Salary/IBM-Associate-Project-Manager-Salaries-E354_D_KO4,29.htm",/yr,$75K - $118K,$75K,$118K,$94K,"$94,114 ",Base Pay,"$81,340/yr",$66K - $101K,Bonus,"$4,242/yr",$3K - $6K,Stock,"$4,819/yr",$4K - $7K,Profit Sharing,"$3,713/yr",$3K - $5K,,,,United States,86.40%,4.50%,5.10%,3.90%,
1692493445-101,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Delivery Manager,"https://www.glassdoor.com/Salary/IBM-Delivery-Manager-Salaries-E354_D_KO4,20.htm",/yr,$135K - $231K,$135K,$231K,$175K,"$175,326 ",Base Pay,"$122,431/yr",$96K - $157K,Bonus,"$8,849/yr",$7K - $12K,Stock,"$10,915/yr",$8K - $15K,Commission,"$26,592/yr",$20K - $37K,Profit Sharing,"$6,539/yr",$5K - $9K,United States,69.80%,5%,6.20%,15.20%,3.70%
1692493455-102,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Onsite Coordinator,"https://www.glassdoor.com/Salary/IBM-Onsite-Coordinator-Salaries-E354_D_KO4,22.htm",/yr,$77K - $129K,$77K,$129K,$99K,"$99,271 ",Base Pay,"$82,613/yr",$65K - $106K,Bonus,"$6,141/yr",$5K - $9K,Stock,"$5,981/yr",$4K - $8K,Profit Sharing,"$4,535/yr",$3K - $6K,,,,United States,83.20%,6.20%,6%,4.60%,
1692493463-103,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Scrum Master,"https://www.glassdoor.com/Salary/IBM-Scrum-Master-Salaries-E354_D_KO4,16.htm",/yr,$103K - $160K,$103K,$160K,$128K,"$128,005 ",Base Pay,"$107,477/yr",$88K - $131K,Bonus,"$6,839/yr",$5K - $10K,Stock,"$8,242/yr",$6K - $12K,Profit Sharing,"$5,447/yr",$4K - $8K,,,,United States,84%,5.30%,6.40%,4.30%,
1692493470-104,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Project Lead,"https://www.glassdoor.com/Salary/IBM-Project-Lead-Salaries-E354_D_KO4,16.htm",/yr,$111K - $184K,$111K,$184K,$142K,"$141,890 ",Base Pay,"$118,554/yr",$93K - $151K,Bonus,"$7,544/yr",$6K - $11K,Stock,"$9,852/yr",$7K - $14K,Profit Sharing,"$5,940/yr",$4K - $8K,,,,United States,83.60%,5.30%,6.90%,4.20%,
1692493482-105,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Project Executive,"https://www.glassdoor.com/Salary/IBM-Project-Executive-Salaries-E354_D_KO4,21.htm",/yr,$166K - $281K,$166K,$281K,$214K,"$214,093 ",Base Pay,"$132,182/yr",$105K - $167K,Bonus,"$15,493/yr",$12K - $22K,Stock,"$15,619/yr",$12K - $22K,Commission,"$41,567/yr",$31K - $58K,Profit Sharing,"$9,233/yr",$7K - $13K,United States,61.70%,7.20%,7.30%,19.40%,4.30%
1692493488-106,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Product Marketing Manager,"https://www.glassdoor.com/Salary/IBM-Product-Marketing-Manager-Salaries-E354_D_KO4,29.htm",/yr,$136K - $217K,$136K,$217K,$171K,"$170,632 ",Base Pay,"$134,685/yr",$109K - $167K,Bonus,"$12,882/yr",$10K - $18K,Stock,"$14,610/yr",$11K - $20K,Profit Sharing,"$8,455/yr",$6K - $12K,,,,United States,78.90%,7.50%,8.60%,5%,
1692493507-107,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Technical Project Manager,"https://www.glassdoor.com/Salary/IBM-Technical-Project-Manager-Salaries-E354_D_KO4,29.htm",/yr,$116K - $179K,$116K,$179K,$143K,"$142,933 ",Base Pay,"$118,381/yr",$97K - $144K,Bonus,"$8,262/yr",$6K - $12K,Stock,"$10,045/yr",$8K - $14K,Profit Sharing,"$6,244/yr",$5K - $9K,,,,United States,82.80%,5.80%,7%,4.40%,
1692493514-108,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Advisory Project Manager,"https://www.glassdoor.com/Salary/IBM-Advisory-Project-Manager-Salaries-E354_D_KO4,28.htm",/yr,$130K - $206K,$130K,$206K,$162K,"$162,426 ",Base Pay,"$133,169/yr",$108K - $165K,Bonus,"$10,064/yr",$8K - $14K,Stock,"$11,994/yr",$9K - $17K,Profit Sharing,"$7,199/yr",$5K - $10K,,,,United States,82%,6.20%,7.40%,4.40%,
1692493537-109,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Senior Program Manager,"https://www.glassdoor.com/Salary/IBM-Senior-Program-Manager-Salaries-E354_D_KO4,26.htm",/yr,$146K - $222K,$146K,$222K,$179K,"$178,813 ",Base Pay,"$142,962/yr",$119K - $172K,Bonus,"$12,754/yr",$10K - $18K,Stock,"$14,581/yr",$11K - $20K,Profit Sharing,"$8,517/yr",$6K - $12K,,,,United States,80%,7.10%,8.20%,4.80%,
1692493546-110,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,IT Project Manager,"https://www.glassdoor.com/Salary/IBM-IT-Project-Manager-Salaries-E354_D_KO4,22.htm",/yr,$111K - $172K,$111K,$172K,$137K,"$137,281 ",Base Pay,"$114,495/yr",$94K - $140K,Bonus,"$7,641/yr",$6K - $11K,Stock,"$9,244/yr",$7K - $13K,Profit Sharing,"$5,902/yr",$4K - $8K,,,,United States,83.40%,5.60%,6.70%,4.30%,
1692493567-111,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Delivery Project Executive,"https://www.glassdoor.com/Salary/IBM-Delivery-Project-Executive-Salaries-E354_D_KO4,30.htm",/yr,$154K - $267K,$154K,$267K,$201K,"$201,006 ",Base Pay,"$129,583/yr",$100K - $167K,Bonus,"$13,492/yr",$10K - $19K,Stock,"$13,717/yr",$10K - $19K,Commission,"$35,855/yr",$27K - $50K,Profit Sharing,"$8,360/yr",$6K - $12K,United States,64.50%,6.70%,6.80%,17.80%,4.20%
1692493595-112,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Service Delivery Manager,"https://www.glassdoor.com/Salary/IBM-Service-Delivery-Manager-Salaries-E354_D_KO4,28.htm",/yr,$107K - $181K,$107K,$181K,$138K,"$138,318 ",Base Pay,"$114,610/yr",$89K - $147K,Bonus,"$8,121/yr",$6K - $11K,Stock,"$9,515/yr",$7K - $13K,Profit Sharing,"$6,073/yr",$5K - $9K,,,,United States,82.90%,5.90%,6.90%,4.40%,
1692493603-113,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Senior Product Manager,"https://www.glassdoor.com/Salary/IBM-Senior-Product-Manager-Salaries-E354_D_KO4,26.htm",/yr,$153K - $229K,$153K,$229K,$186K,"$186,292 ",Base Pay,"$145,468/yr",$123K - $172K,Bonus,"$14,704/yr",$11K - $21K,Stock,"$16,714/yr",$13K - $23K,Profit Sharing,"$9,406/yr",$7K - $13K,,,,United States,78.10%,7.90%,9%,5%,
1692493609-114,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Program Director,"https://www.glassdoor.com/Salary/IBM-Program-Director-Salaries-E354_D_KO4,20.htm",/yr,$146K - $250K,$146K,$250K,$190K,"$189,562 ",Base Pay,"$139,738/yr",$108K - $180K,Bonus,"$17,277/yr",$13K - $24K,Stock,"$21,739/yr",$16K - $30K,Profit Sharing,"$10,808/yr",$8K - $15K,,,,United States,73.70%,9.10%,11.50%,5.70%,
1692493615-115,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Senior Project Manager,"https://www.glassdoor.com/Salary/IBM-Senior-Project-Manager-Salaries-E354_D_KO4,26.htm",/yr,$119K - $186K,$119K,$186K,$148K,"$147,871 ",Base Pay,"$123,135/yr",$100K - $151K,Bonus,"$8,469/yr",$6K - $12K,Stock,"$9,927/yr",$7K - $14K,Profit Sharing,"$6,341/yr",$5K - $9K,,,,United States,83.30%,5.70%,6.70%,4.30%,
1692493623-116,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Product Manager,"https://www.glassdoor.com/Salary/IBM-Product-Manager-Salaries-E354_D_KO4,19.htm",/yr,$127K - $201K,$127K,$201K,$159K,"$158,768 ",Base Pay,"$128,026/yr",$104K - $158K,Bonus,"$10,545/yr",$8K - $15K,Stock,"$12,806/yr",$10K - $18K,Profit Sharing,"$7,390/yr",$6K - $10K,,,,United States,80.60%,6.60%,8.10%,4.70%,
1692493639-117,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Program Manager,"https://www.glassdoor.com/Salary/IBM-Program-Manager-Salaries-E354_D_KO4,19.htm",/yr,$119K - $190K,$119K,$190K,$150K,"$149,753 ",Base Pay,"$124,607/yr",$100K - $155K,Bonus,"$8,134/yr",$6K - $11K,Stock,"$10,722/yr",$8K - $15K,Profit Sharing,"$6,291/yr",$5K - $9K,,,,United States,83.20%,5.40%,7.20%,4.20%,
1692493650-118,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Product-and-Project-Management-Salaries-EI_IE354.0,3_DEPT1018.htm",IBM Product & Project Management Salaries,Annual Pay,Project Manager,"https://www.glassdoor.com/Salary/IBM-Project-Manager-Salaries-E354_D_KO4,19.htm",/yr,$101K - $167K,$101K,$167K,$129K,"$129,114 ",Base Pay,"$108,550/yr",$85K - $138K,Bonus,"$6,842/yr",$5K - $10K,Stock,"$8,277/yr",$6K - $12K,Profit Sharing,"$5,446/yr",$4K - $8K,,,,United States,84.10%,5.30%,6.40%,4.20%,
1692493664-119,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Systems Analyst,"https://www.glassdoor.com/Salary/IBM-Systems-Analyst-Salaries-E354_D_KO4,19.htm",/yr,$89K - $141K,$89K,$141K,$111K,"$111,149 ",Base Pay,"$95,014/yr",$76K - $118K,Bonus,"$5,250/yr",$4K - $7K,Stock,"$6,409/yr",$5K - $9K,Profit Sharing,"$4,476/yr",$3K - $6K,,,,United States,85.50%,4.70%,5.80%,4%,
1692493673-120,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Client Technical Specialist,"https://www.glassdoor.com/Salary/IBM-Client-Technical-Specialist-Salaries-E354_D_KO4,31.htm",/yr,$94K - $152K,$94K,$152K,$119K,"$118,519 ",Base Pay,"$88,327/yr",$71K - $110K,Bonus,"$4,888/yr",$4K - $7K,Stock,"$5,840/yr",$4K - $8K,Commission,"$15,268/yr",$11K - $21K,Profit Sharing,"$4,196/yr",$3K - $6K,United States,74.50%,4.10%,4.90%,12.90%,3.50%
1692493761-121,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Application Consultant,"https://www.glassdoor.com/Salary/IBM-Application-Consultant-Salaries-E354_D_KO4,26.htm",/yr,$109K - $178K,$109K,$178K,$138K,"$138,280 ",Base Pay,"$100,003/yr",$80K - $124K,Bonus,"$6,750/yr",$5K - $9K,Stock,"$7,360/yr",$6K - $10K,Commission,"$18,997/yr",$14K - $27K,Profit Sharing,"$5,170/yr",$4K - $7K,United States,72.30%,4.90%,5.30%,13.70%,3.70%
1692493775-122,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Senior Systems Analyst,"https://www.glassdoor.com/Salary/IBM-Senior-Systems-Analyst-Salaries-E354_D_KO4,26.htm",/yr,$108K - $163K,$108K,$163K,$132K,"$132,215 ",Base Pay,"$111,796/yr",$93K - $134K,Bonus,"$6,713/yr",$5K - $9K,Stock,"$8,273/yr",$6K - $12K,Profit Sharing,"$5,433/yr",$4K - $8K,,,,United States,84.60%,5.10%,6.30%,4.10%,
1692493785-123,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Senior System Engineer,"https://www.glassdoor.com/Salary/IBM-Senior-System-Engineer-Salaries-E354_D_KO4,26.htm",/yr,$107K - $166K,$107K,$166K,$133K,"$132,984 ",Base Pay,"$112,499/yr",$92K - $138K,Bonus,"$6,847/yr",$5K - $10K,Stock,"$8,172/yr",$6K - $11K,Profit Sharing,"$5,466/yr",$4K - $8K,,,,United States,84.60%,5.10%,6.10%,4.10%,
1692493818-124,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Technical Support Engineer,"https://www.glassdoor.com/Salary/IBM-Technical-Support-Engineer-Salaries-E354_D_KO4,30.htm",/yr,$78K - $125K,$78K,$125K,$98K,"$98,332 ",Base Pay,"$85,055/yr",$68K - $107K,Bonus,"$4,213/yr",$3K - $6K,Stock,"$5,238/yr",$4K - $7K,Profit Sharing,"$3,826/yr",$3K - $5K,,,,United States,86.50%,4.30%,5.30%,3.90%,
1692493836-125,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Applications Consultant,"https://www.glassdoor.com/Salary/IBM-Applications-Consultant-Salaries-E354_D_KO4,27.htm",/yr,$117K - $185K,$117K,$185K,$146K,"$145,822 ",Base Pay,"$104,787/yr",$86K - $127K,Bonus,"$7,057/yr",$5K - $10K,Stock,"$8,115/yr",$6K - $11K,Commission,"$20,419/yr",$15K - $29K,Profit Sharing,"$5,444/yr",$4K - $8K,United States,71.90%,4.80%,5.60%,14%,3.70%
1692493864-126,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,IT Consultant,"https://www.glassdoor.com/Salary/IBM-IT-Consultant-Salaries-E354_D_KO4,17.htm",/yr,$100K - $164K,$100K,$164K,$128K,"$127,704 ",Base Pay,"$106,817/yr",$85K - $135K,Bonus,"$6,598/yr",$5K - $9K,Stock,"$8,881/yr",$7K - $12K,Profit Sharing,"$5,409/yr",$4K - $8K,,,,United States,83.60%,5.20%,7%,4.20%,
1692493884-127,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Senior IT Architect,"https://www.glassdoor.com/Salary/IBM-Senior-IT-Architect-Salaries-E354_D_KO4,23.htm",/yr,$169K - $271K,$169K,$271K,$212K,"$212,051 ",Base Pay,"$142,485/yr",$117K - $174K,Bonus,"$13,248/yr",$10K - $19K,Stock,"$13,974/yr",$10K - $20K,Commission,"$33,834/yr",$25K - $47K,Profit Sharing,"$8,510/yr",$6K - $12K,United States,67.20%,6.20%,6.60%,16%,4%
1692493895-128,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Systems Administrator,"https://www.glassdoor.com/Salary/IBM-Systems-Administrator-Salaries-E354_D_KO4,25.htm",/yr,$86K - $133K,$86K,$133K,$107K,"$106,879 ",Base Pay,"$92,939/yr",$76K - $114K,Bonus,"$4,225/yr",$3K - $6K,Stock,"$5,741/yr",$4K - $8K,Profit Sharing,"$3,975/yr",$3K - $6K,,,,United States,87%,4%,5.40%,3.70%,
1692493908-129,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Advisory Systems Analyst,"https://www.glassdoor.com/Salary/IBM-Advisory-Systems-Analyst-Salaries-E354_D_KO4,28.htm",/yr,$113K - $174K,$113K,$174K,$139K,"$139,449 ",Base Pay,"$116,017/yr",$95K - $141K,Bonus,"$7,867/yr",$6K - $11K,Stock,"$9,536/yr",$7K - $13K,Profit Sharing,"$6,028/yr",$5K - $8K,,,,United States,83.20%,5.60%,6.80%,4.30%,
1692493918-130,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Technical Consultant,"https://www.glassdoor.com/Salary/IBM-Technical-Consultant-Salaries-E354_D_KO4,24.htm",/yr,$95K - $149K,$95K,$149K,$118K,"$118,389 ",Base Pay,"$99,834/yr",$81K - $123K,Bonus,"$6,288/yr",$5K - $9K,Stock,"$7,258/yr",$5K - $10K,Profit Sharing,"$5,010/yr",$4K - $7K,,,,United States,84.30%,5.30%,6.10%,4.20%,
1692493928-131,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Technical Leader,"https://www.glassdoor.com/Salary/IBM-Technical-Leader-Salaries-E354_D_KO4,20.htm",/yr,$127K - $202K,$127K,$202K,$160K,"$159,578 ",Base Pay,"$131,245/yr",$106K - $162K,Bonus,"$9,557/yr",$7K - $13K,Stock,"$11,809/yr",$9K - $17K,Profit Sharing,"$6,967/yr",$5K - $10K,,,,United States,82.20%,6%,7.40%,4.40%,
1692493946-132,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Advisory IT Specialist,"https://www.glassdoor.com/Salary/IBM-Advisory-IT-Specialist-Salaries-E354_D_KO4,26.htm",/yr,$113K - $173K,$113K,$173K,$139K,"$139,014 ",Base Pay,"$115,663/yr",$95K - $140K,Bonus,"$7,820/yr",$6K - $11K,Stock,"$9,512/yr",$7K - $13K,Profit Sharing,"$6,019/yr",$5K - $8K,,,,United States,83.20%,5.60%,6.80%,4.30%,
1692493960-133,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,IT Architect,"https://www.glassdoor.com/Salary/IBM-IT-Architect-Salaries-E354_D_KO4,16.htm",/yr,$133K - $207K,$133K,$207K,$165K,"$165,141 ",Base Pay,"$134,047/yr",$110K - $163K,Bonus,"$11,163/yr",$8K - $16K,Stock,"$12,362/yr",$9K - $17K,Profit Sharing,"$7,568/yr",$6K - $11K,,,,United States,81.20%,6.80%,7.50%,4.60%,
1692493970-134,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Senior IT Specialist,"https://www.glassdoor.com/Salary/IBM-Senior-IT-Specialist-Salaries-E354_D_KO4,24.htm",/yr,$90K - $143K,$90K,$143K,$113K,"$112,790 ",Base Pay,"$97,532/yr",$78K - $122K,Bonus,"$4,650/yr",$3K - $7K,Stock,"$6,329/yr",$5K - $9K,Profit Sharing,"$4,280/yr",$3K - $6K,,,,United States,86.50%,4.10%,5.60%,3.80%,
1692493987-135,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Systems Engineer,"https://www.glassdoor.com/Salary/IBM-Systems-Engineer-Salaries-E354_D_KO4,20.htm",/yr,$91K - $145K,$91K,$145K,$115K,"$114,557 ",Base Pay,"$97,772/yr",$79K - $122K,Bonus,"$5,571/yr",$4K - $8K,Stock,"$6,567/yr",$5K - $9K,Profit Sharing,"$4,646/yr",$3K - $7K,,,,United States,85.30%,4.90%,5.70%,4.10%,
1692493995-136,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Senior Systems Engineer,"https://www.glassdoor.com/Salary/IBM-Senior-Systems-Engineer-Salaries-E354_D_KO4,27.htm",/yr,$131K - $200K,$131K,$200K,$160K,"$160,305 ",Base Pay,"$117,064/yr",$99K - $139K,Bonus,"$7,042/yr",$5K - $10K,Stock,"$8,581/yr",$6K - $12K,Commission,"$22,010/yr",$17K - $31K,Profit Sharing,"$5,608/yr",$4K - $8K,United States,73%,4.40%,5.40%,13.70%,3.50%
1692494003-137,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Information-Technology-Salaries-EI_IE354.0,3_DEPT1011.htm",IBM Information Technology Salaries,Annual Pay,Computer Systems Analyst,"https://www.glassdoor.com/Salary/IBM-Computer-Systems-Analyst-Salaries-E354_D_KO4,28.htm",/yr,$97K - $151K,$97K,$151K,$121K,"$120,764 ",Base Pay,"$103,992/yr",$84K - $128K,Bonus,"$5,037/yr",$4K - $7K,Stock,"$7,136/yr",$5K - $10K,Profit Sharing,"$4,599/yr",$3K - $6K,,,,United States,86.10%,4.20%,5.90%,3.80%,
